,ID,Gender,Age,Education,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Income(k$),Expenditure
572,573,Female,58,8.0,professional,VIC,married,4.233333333,Q4,3.266666667,3.333333333,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,,
573,574,Male,27,8.0,unemployed,NSW,single,3.466666667,Q2,2.933333333,2.740740741,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
574,575,Female,67,4.0,retired,VIC,married,4.233333333,Q4,4.266666667,3.137931034,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
575,576,Male,45,3.0,manager or administrator,NSW,married,5.0,Q4,2.866666667,4.7,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
576,577,Male,41,2.0,professional,NSW,married,3.733333333,Q2,3.066666667,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
577,578,Male,41,2.0,labourer,QLD,married,2.466666667,Q1,3.133333333,2.090909091,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
578,579,Female,61,4.0,Clerical or service worker,NSW,married,4.4,Q4,4.266666667,4.363636364,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,,
579,580,Female,63,1.0,home-duties,NSW,married,3.7,Q2,3.8,3.222222222,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,,
580,581,Female,43,4.0,Clerical or service worker,NSW,married,3.933333333,Q3,4.333333333,2.769230769,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
581,582,Female,67,2.0,,NSW,separated or divorced,3.666666667,Q2,3.466666667,2.3,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
582,583,Female,55,2.0,manager or administrator,NSW,married,4.033333333,Q3,3.866666667,3.947368421,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
583,584,Male,23,7.0,manager or administrator,VIC,single,1.933333333,Q1,2.733333333,1.535714286,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,,
584,585,Female,42,7.0,professional,NSW,living with a partner,3.533333333,Q2,4.866666667,2.592592593,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
585,586,Female,61,1.0,Clerical or service worker,QLD,widowed,3.6,Q2,3.2,2.1,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,,
586,587,Male,38,7.0,professional,SA,married,2.933333333,Q1,3.266666667,1.866666667,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
587,588,Male,24,7.0,sales,NSW,living with a partner,3.466666667,Q2,3.733333333,3.578947368,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,,
588,589,Male,51,7.0,professional,QLD,married,3.133333333,Q1,3.133333333,2.310344828,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,,
589,590,Female,38,7.0,Clerical or service worker,VIC,living with a partner,3.866666667,Q3,3.066666667,2.928571429,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,,
590,591,Male,37,8.0,professional,QLD,married,3.3,Q1,3.4,2.730769231,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,,
591,592,Female,24,4.0,unemployed,NSW,married,3.033333333,Q1,3.733333333,2.363636364,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,,
592,593,Female,46,1.0,home-duties,VIC,married,4.3,Q4,4.133333333,3.285714286,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,,
593,594,Male,27,6.0,labourer,QLD,married,4.1,Q3,3.6,2.653846154,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
594,595,Female,35,1.0,small business owner,VIC,living with a partner,3.566666667,Q2,3.666666667,2.821428571,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,,
595,596,Male,50,6.0,tradesperson,NSW,married,2.933333333,Q1,2.933333333,1.88,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
596,597,Female,37,6.0,home-duties,QLD,single,4.366666667,Q4,4.0,,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
597,598,Female,36,7.0,Clerical or service worker,VIC,married,3.733333333,Q2,3.533333333,2.413793103,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
598,599,Male,38,8.0,manager or administrator,NSW,living with a partner,3.666666667,Q2,4.666666667,2.64,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,,
599,600,Male,30,8.0,professional,NSW,married,2.666666667,Q1,3.8,2.407407407,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,,
600,601,Female,31,3.0,home-duties,QLD,married,4.4,Q4,3.2,3.75,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
601,602,Female,55,1.0,sales,WA,separated or divorced,3.866666667,Q3,4.0,2.433333333,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
602,603,Male,46,3.0,manager or administrator,QLD,living with a partner,4.2,Q3,4.0,3.464285714,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,,
603,604,Female,22,7.0,professional,VIC,single,3.966666667,Q3,4.066666667,4.44,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
604,605,Male,26,8.0,professional,NSW,single,3.433333333,Q2,3.8,2.555555556,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,,
605,606,Female,42,4.0,home-duties,NSW,separated or divorced,4.166666667,Q3,3.0,2.2,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
606,607,Male,58,2.0,manager or administrator,NSW,single,3.133333333,Q1,4.266666667,1.9375,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
607,608,Male,24,7.0,manager or administrator,NSW,single,4.566666667,Q4,3.066666667,4.266666667,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
608,609,Female,63,1.0,home-duties,QLD,separated or divorced,2.933333333,Q1,3.2,2.636363636,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
609,610,Male,42,1.0,tradesperson,VIC,married,4.0,Q3,3.4,2.807692308,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,,
610,611,Female,59,2.0,Clerical or service worker,NSW,separated or divorced,4.5,Q4,2.333333333,2.3,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,,
611,612,Male,45,6.0,manager or administrator,NSW,married,3.833333333,Q3,4.0,3.0,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
612,613,Female,62,4.0,Clerical or service worker,NSW,married,3.133333333,Q1,3.533333333,2.5,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
613,614,Male,26,6.0,manager or administrator,VIC,single,4.1,Q3,3.866666667,2.896551724,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,,
614,615,Female,24,8.0,,VIC,single,4.0,Q3,3.866666667,2.363636364,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,,
615,616,Female,58,8.0,manager or administrator,VIC,married,4.2,Q3,4.2,3.722222222,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
616,617,Male,72,1.0,sales,ACT,widowed,3.033333333,Q1,2.866666667,3.666666667,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,,
617,618,Male,30,7.0,professional,VIC,married,3.366666667,Q1,2.866666667,1.966666667,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,,
618,619,Female,60,7.0,home-duties,SA,married,4.2,Q3,4.466666667,3.0,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,,
619,620,Female,47,4.0,manager or administrator,NSW,married,4.5,Q4,3.666666667,3.666666667,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,,
620,621,Female,56,6.0,unemployed,QLD,widowed,3.533333333,Q2,2.8,4.25,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,,
621,622,Female,32,1.0,home-duties,SA,married,4.933333333,Q4,4.2,4.035714286,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,,
622,623,Female,29,7.0,professional,WA,separated or divorced,4.333333333,Q4,3.8,1.833333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
623,624,Female,28,7.0,Clerical or service worker,NSW,married,4.233333333,Q4,4.2,3.333333333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
624,625,Female,32,3.0,home-duties,QLD,married,4.1,Q3,3.333333333,3.875,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,
625,626,Male,40,2.0,manager or administrator,VIC,living with a partner,3.533333333,Q2,4.266666667,2.107142857,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
626,627,Female,23,7.0,unemployed,NSW,single,3.366666667,Q1,3.733333333,2.6,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,,
627,628,Male,57,7.0,manager or administrator,QLD,living with a partner,4.233333333,Q4,4.0,3.052631579,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,,
628,629,Female,37,6.0,Clerical or service worker,VIC,married,3.533333333,Q2,3.4,2.517241379,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
629,630,Male,39,7.0,professional,NSW,married,5.0,Q4,3.333333333,3.379310345,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
630,631,Female,57,7.0,small business owner,WA,married,4.233333333,Q4,3.6,2.25,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
631,632,Male,35,4.0,manager or administrator,SA,single,4.233333333,Q4,3.4,2.730769231,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,,
632,633,Male,70,3.0,retired,QLD,married,3.5,Q2,3.866666667,2.448275862,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,,
633,634,Male,21,6.0,sales,QLD,single,4.533333333,Q4,3.6,4.0,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
634,635,Female,30,7.0,sales,NSW,single,4.4,Q4,3.533333333,2.827586207,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
635,636,Female,46,2.0,professional,NSW,married,4.5,Q4,3.666666667,4.529411765,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,,
636,637,Female,61,2.0,professional,QLD,separated or divorced,4.4,Q4,4.266666667,2.931034483,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,,
637,638,Female,35,6.0,manager or administrator,QLD,single,4.366666667,Q4,4.533333333,3.0,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
638,639,Male,43,3.0,professional,QLD,married,3.3,Q1,3.8,2.333333333,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
639,640,Female,57,2.0,retired,NSW,separated or divorced,3.966666667,Q3,3.533333333,2.916666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
640,641,Male,25,8.0,professional,ACT,single,3.033333333,Q1,2.533333333,3.136363636,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
641,642,Male,21,7.0,professional,VIC,single,3.6,Q2,3.466666667,2.615384615,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,,
642,643,Male,46,2.0,transport worker,QLD,single,4.033333333,Q3,4.4,3.344827586,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
643,644,Male,59,8.0,professional,VIC,married,4.433333333,Q4,2.866666667,3.8,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,,
644,645,Female,56,,,QLD,married,4.5,Q4,4.0,3.066666667,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,,
645,646,Male,73,2.0,retired,WA,married,3.566666667,Q2,3.533333333,3.166666667,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,,
646,647,Female,37,3.0,retired,SA,living with a partner,3.4,Q2,4.066666667,3.238095238,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,,
647,648,Male,37,8.0,professional,WA,living with a partner,2.766666667,Q1,4.0,3.3125,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
648,649,Female,58,3.0,Clerical or service worker,NSW,married,3.4,Q2,3.933333333,3.041666667,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,,
649,650,Female,28,7.0,sales,VIC,living with a partner,3.8,Q2,4.4,3.714285714,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
650,651,Male,30,4.0,manager or administrator,NSW,married,4.333333333,Q4,4.266666667,3.727272727,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
651,652,Male,61,7.0,professional,WA,married,3.166666667,Q1,4.733333333,3.272727273,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
652,653,Female,29,7.0,,WA,married,3.633333333,Q2,3.8,2.62962963,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,,
653,654,Female,26,3.0,small business owner,WA,single,4.233333333,Q4,3.466666667,4.235294118,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,,
654,655,Female,56,7.0,,NSW,married,4.433333333,Q4,3.133333333,3.541666667,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes,,
655,656,Female,38,2.0,,VIC,widowed,4.933333333,Q4,3.133333333,4.555555556,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
656,657,Male,36,3.0,professional,VIC,single,3.6,Q2,2.666666667,2.88,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
657,658,Female,64,1.0,home-duties,NSW,married,4.233333333,Q4,3.4,4.2,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
658,659,Female,62,1.0,retired,VIC,married,2.7,Q1,2.6,2.2,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
659,660,Female,33,7.0,professional,QLD,married,3.1,Q1,3.6,2.739130435,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
660,661,Male,57,6.0,retired,QLD,married,3.866666667,Q3,4.0,3.4,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,,
661,662,Male,39,2.0,sales,VIC,married,3.133333333,Q1,3.333333333,1.733333333,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
662,663,Female,105,7.0,manager or administrator,NSW,separated or divorced,4.633333333,Q4,2.933333333,3.333333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
663,664,Male,48,2.0,transport worker,QLD,married,3.6,Q2,3.6,2.0,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
664,665,Male,70,6.0,,NSW,married,3.233333333,Q1,3.666666667,2.793103448,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,,
665,666,Female,59,6.0,small business owner,NSW,separated or divorced,3.966666667,Q3,4.133333333,2.2,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,,
666,667,Male,37,6.0,Clerical or service worker,QLD,married,3.0,Q1,3.0,2.9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
667,668,Female,48,8.0,professional,NSW,single,4.233333333,Q4,3.466666667,3.55,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,,
668,669,Male,31,3.0,professional,NSW,living with a partner,3.766666667,Q2,4.466666667,3.235294118,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
669,670,Male,47,6.0,professional,NSW,single,3.433333333,Q2,4.533333333,1.666666667,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,,
670,671,Female,32,6.0,sales,NSW,married,4.166666667,Q3,3.866666667,3.6,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
671,672,Female,38,3.0,professional,SA,married,4.033333333,Q3,3.2,2.5,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,,
672,673,Female,20,6.0,sales,VIC,single,4.333333333,Q4,3.333333333,4.125,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,,
673,674,Female,40,6.0,unemployed,QLD,living with a partner,4.333333333,Q4,3.4,3.964285714,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
674,675,Female,25,7.0,home-duties,VIC,living with a partner,3.466666667,Q2,3.133333333,2.733333333,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,,
675,676,Male,66,8.0,professional,WA,married,3.566666667,Q2,3.533333333,3.266666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,,
676,677,Male,25,8.0,manager or administrator,NSW,single,3.833333333,Q3,3.6,2.357142857,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,,
677,678,Male,35,7.0,small business owner,NT,living with a partner,1.333333333,Q1,2.6,1.733333333,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,,
678,679,Female,39,6.0,manager or administrator,QLD,married,4.133333333,Q3,3.666666667,3.285714286,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,,
679,680,Male,41,6.0,professional,NSW,separated or divorced,4.1,Q3,3.2,2.3,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
680,681,Male,35,3.0,tradesperson,QLD,single,2.7,Q1,4.0,2.137931034,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
681,682,Female,65,4.0,professional,SA,married,3.9,Q3,3.6,3.7,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
682,683,Male,22,7.0,professional,ACT,living with a partner,3.533333333,Q2,4.0,3.0,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
683,684,Male,65,3.0,professional,SA,married,3.366666667,Q1,3.133333333,1.965517241,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,,
684,685,Male,32,8.0,professional,SA,married,3.333333333,Q1,4.4,2.722222222,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,,
685,686,Male,33,1.0,unemployed,SA,living with a partner,3.966666667,Q3,3.666666667,3.2,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
686,687,Male,58,1.0,small business owner,VIC,married,3.066666667,Q1,4.266666667,3.115384615,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
687,688,Male,57,1.0,retired,VIC,married,4.2,Q3,2.133333333,3.0,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
688,689,Male,71,1.0,sales,VIC,married,2.033333333,Q1,1.733333333,1.8,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,,
689,690,Male,70,8.0,retired,NSW,married,3.966666667,Q3,3.6,2.944444444,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
690,691,Male,59,7.0,unemployed,VIC,separated or divorced,1.733333333,Q1,2.533333333,1.766666667,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
691,692,Female,43,2.0,home-duties,VIC,married,3.366666667,Q1,3.866666667,2.95,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
692,693,Female,47,6.0,Clerical or service worker,NSW,married,3.733333333,Q2,4.2,3.033333333,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,,
693,694,Female,32,3.0,Clerical or service worker,VIC,living with a partner,4.133333333,Q3,3.866666667,2.666666667,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,,
694,695,Male,58,1.0,transport worker,QLD,single,3.6,Q2,2.533333333,3.166666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
695,696,Female,30,6.0,Clerical or service worker,VIC,living with a partner,2.3,Q1,2.866666667,1.966666667,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,,
696,697,Female,53,1.0,sales,VIC,married,3.233333333,Q1,3.4,2.043478261,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
697,698,Female,51,8.0,professional,NSW,living with a partner,4.7,Q4,4.2,4.166666667,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes,,
698,699,Female,48,3.0,manager or administrator,VIC,single,4.033333333,Q3,4.4,2.666666667,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,,
699,700,Female,69,8.0,retired,QLD,married,3.733333333,Q2,3.066666667,3.65,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,,
700,701,Female,61,6.0,retired,ACT,married,4.3,Q4,4.066666667,3.633333333,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,,
701,702,Female,26,6.0,manager or administrator,QLD,married,2.933333333,Q1,3.666666667,2.4,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
702,703,Male,21,6.0,Clerical or service worker,NSW,single,4.5,Q4,3.8,4.458333333,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
703,704,Male,43,6.0,Clerical or service worker,WA,living with a partner,4.3,Q4,3.066666667,2.766666667,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,,
704,705,Male,61,3.0,retired,QLD,single,2.566666667,Q1,2.533333333,1.666666667,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
705,706,Female,31,4.0,manager or administrator,NSW,married,4.466666667,Q4,3.8,4.176470588,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
706,707,Female,27,1.0,small business owner,QLD,married,4.433333333,Q4,4.4,3.315789474,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,,
707,708,Female,32,6.0,manager or administrator,VIC,married,3.4,Q2,3.333333333,2.333333333,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,,
708,709,Male,31,1.0,professional,NSW,married,3.9,Q3,3.066666667,3.0,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,,
709,710,Male,26,7.0,manager or administrator,VIC,living with a partner,3.833333333,Q3,3.466666667,3.066666667,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,,
710,711,Female,33,4.0,Clerical or service worker,NSW,living with a partner,4.2,Q3,3.6,2.724137931,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
711,712,Male,36,8.0,manager or administrator,NSW,single,3.0,Q1,3.133333333,2.448275862,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,yes,,
712,713,Male,40,3.0,professional,NSW,married,2.733333333,Q1,2.2,2.321428571,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,,
713,714,Male,22,3.0,Clerical or service worker,WA,single,2.833333333,Q1,2.933333333,2.066666667,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,,
714,715,Male,48,3.0,retired,QLD,living with a partner,4.233333333,Q4,4.0,3.066666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
715,716,Female,30,7.0,home-duties,WA,living with a partner,3.8,Q2,4.2,3.526315789,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,,
716,717,Male,47,1.0,,VIC,separated or divorced,3.933333333,Q3,3.733333333,3.5,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
717,718,Male,36,6.0,manager or administrator,VIC,single,3.133333333,Q1,3.6,2.518518519,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
718,719,Female,56,6.0,Clerical or service worker,QLD,married,3.6,Q2,4.4,3.041666667,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,,
