Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings
Female,40,2,"Less than $30,000",<30k,home-duties,QLD,separated or divorced,2.6,Q1,2.6,1.913043478,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes
Female,61,2,NA,NA,home-duties,NSW,married,4.333333333,Q4,3.6,4.444444444,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes
Female,19,7,"$30,001 to $60,000",30-60k,unemployed,WA,single,2.6,Q1,3.2,2.3,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes
Male,28,7,"$60,001 to $90,000",60-90k,professional,NSW,single,4.7,Q4,3.466666667,4.033333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,46,7,"$90,001 to $120,000",90-120k,manager or administrator,NSW,living with a partner,4.4,Q4,3.466666667,2.5,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes
Female,38,3,"$30,001 to $60,000",30-60k,labourer,SA,married,4.9,Q4,4,3.833333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,44,2,"Less than $30,000",<30k,tradesperson,NSW,married,4,Q3,3.666666667,3.7,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes
Female,56,8,"$30,001 to $60,000",30-60k,professional,NSW,separated or divorced,4.3,Q4,3.6,3.172413793,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no
Male,37,8,"$120,001 to $150,000",>120k,small business owner,QLD,married,3.9,Q3,3.533333333,2.433333333,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,24,7,"$60,001 to $90,000",60-90k,professional,WA,single,3.366666667,Q1,2.866666667,2.464285714,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes
Male,27,8,"$210,001 to $240,000",>120k,professional,VIC,living with a partner,1.2,Q1,3.666666667,1.689655172,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,24,8,"more than $240,001",>120k,tradesperson,QLD,single,4.533333333,Q4,4.133333333,3.733333333,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes
Male,68,6,"Less than $30,000",<30k,retired,QLD,married,4.066666667,Q3,4.733333333,3.625,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,61,3,"$30,001 to $60,000",30-60k,retired,VIC,married,4.3,Q4,3,1.789473684,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no
Male,22,3,"$30,001 to $60,000",30-60k,labourer,QLD,single,3.266666667,Q1,4.466666667,2.433333333,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Female,55,1,"$30,001 to $60,000",30-60k,small business owner,NSW,married,4.066666667,Q3,3.666666667,4,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no
Female,62,1,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,married,3.766666667,Q2,2.8,3.217391304,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,23,7,"$60,001 to $90,000",60-90k,professional,QLD,married,4.133333333,Q3,3.466666667,3,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes
Male,35,1,"$30,001 to $60,000",30-60k,tradesperson,NSW,married,4.2,Q3,3.266666667,2.9,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes
Female,65,1,"Less than $30,000",<30k,retired,QLD,married,4.033333333,Q3,3.2,2.48,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
Female,44,4,"$30,001 to $60,000",30-60k,manager or administrator,SA,separated or divorced,3.933333333,Q3,3.666666667,3.310344828,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes
Male,56,8,"$90,001 to $120,000",90-120k,small business owner,NSW,married,3.366666667,Q1,3.6,2.857142857,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,39,4,"$90,001 to $120,000",90-120k,Clerical or service worker,QLD,married,4.4,Q4,3.066666667,4.090909091,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes
Male,56,8,"$60,001 to $90,000",60-90k,manager or administrator,QLD,separated or divorced,4.5,Q4,3.866666667,4.642857143,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes
Female,37,6,"Less than $30,000",<30k,home-duties,NSW,married,3.866666667,Q3,3.4,3.857142857,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,57,3,"Less than $30,000",<30k,home-duties,WA,married,4.7,Q4,4.733333333,3.566666667,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Male,23,7,"Less than $30,000",<30k,sales,QLD,single,3.066666667,Q1,3.466666667,2.6,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Male,53,2,"$60,001 to $90,000",60-90k,sales,SA,married,3.866666667,Q3,3.866666667,2.785714286,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,35,7,"$60,001 to $90,000",60-90k,professional,ACT,married,3.833333333,Q3,3.666666667,2.285714286,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,61,3,"Less than $30,000",<30k,retired,NSW,married,2.9,Q1,3.666666667,2.95,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes
Female,48,4,"$90,001 to $120,000",90-120k,professional,QLD,married,4.466666667,Q4,4.333333333,2.833333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Female,58,8,"$60,001 to $90,000",60-90k,professional,VIC,married,4.233333333,Q4,3.266666667,3.333333333,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes
Male,27,8,"$30,001 to $60,000",30-60k,unemployed,NSW,single,3.466666667,Q2,2.933333333,2.740740741,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no
Female,67,4,"$60,001 to $90,000",60-90k,retired,VIC,married,4.233333333,Q4,4.266666667,3.137931034,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no
Male,45,3,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,5,Q4,2.866666667,4.7,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Male,41,2,"$60,001 to $90,000",60-90k,professional,NSW,married,3.733333333,Q2,3.066666667,NA,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,41,2,"$90,001 to $120,000",90-120k,labourer,QLD,married,2.466666667,Q1,3.133333333,2.090909091,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,61,4,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,4.4,Q4,4.266666667,4.363636364,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no
Female,63,1,"Less than $30,000",<30k,home-duties,NSW,married,3.7,Q2,3.8,3.222222222,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no
Female,43,4,NA,NA,Clerical or service worker,NSW,married,3.933333333,Q3,4.333333333,2.769230769,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes
Female,67,2,"Less than $30,000",<30k,NA,NSW,separated or divorced,3.666666667,Q2,3.466666667,2.3,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,55,2,"$30,001 to $60,000",30-60k,manager or administrator,NSW,married,4.033333333,Q3,3.866666667,3.947368421,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes
Male,23,7,"$150,001 to $180,000",>120k,manager or administrator,VIC,single,1.933333333,Q1,2.733333333,1.535714286,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes
Female,42,7,NA,NA,professional,NSW,living with a partner,3.533333333,Q2,4.866666667,2.592592593,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Female,61,1,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,widowed,3.6,Q2,3.2,2.1,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no
Male,38,7,"$120,001 to $150,000",>120k,professional,SA,married,2.933333333,Q1,3.266666667,1.866666667,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes
Male,24,7,"$60,001 to $90,000",60-90k,sales,NSW,living with a partner,3.466666667,Q2,3.733333333,3.578947368,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes
Male,51,7,"$90,001 to $120,000",90-120k,professional,QLD,married,3.133333333,Q1,3.133333333,2.310344828,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes
Female,38,7,"$120,001 to $150,000",>120k,Clerical or service worker,VIC,living with a partner,3.866666667,Q3,3.066666667,2.928571429,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes
Male,37,8,"$60,001 to $90,000",60-90k,professional,QLD,married,3.3,Q1,3.4,2.730769231,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes
Female,24,4,"Less than $30,000",<30k,unemployed,NSW,married,3.033333333,Q1,3.733333333,2.363636364,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
Female,46,1,"$90,001 to $120,000",90-120k,home-duties,VIC,married,4.3,Q4,4.133333333,3.285714286,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes
Male,27,6,"$60,001 to $90,000",60-90k,labourer,QLD,married,4.1,Q3,3.6,2.653846154,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Female,35,1,"Less than $30,000",<30k,small business owner,VIC,living with a partner,3.566666667,Q2,3.666666667,2.821428571,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes
Male,50,6,"$60,001 to $90,000",60-90k,tradesperson,NSW,married,2.933333333,Q1,2.933333333,1.88,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,37,6,"Less than $30,000",<30k,home-duties,QLD,single,4.366666667,Q4,4,NA,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,36,7,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,3.733333333,Q2,3.533333333,2.413793103,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Male,38,8,"$120,001 to $150,000",>120k,manager or administrator,NSW,living with a partner,3.666666667,Q2,4.666666667,2.64,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes
Male,30,8,"$30,001 to $60,000",30-60k,professional,NSW,married,2.666666667,Q1,3.8,2.407407407,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes
Female,31,3,"$30,001 to $60,000",30-60k,home-duties,QLD,married,4.4,Q4,3.2,3.75,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
Female,55,1,"Less than $30,000",<30k,sales,WA,separated or divorced,3.866666667,Q3,4,2.433333333,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Male,46,3,"$90,001 to $120,000",90-120k,manager or administrator,QLD,living with a partner,4.2,Q3,4,3.464285714,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes
Female,22,7,"Less than $30,000",<30k,professional,VIC,single,3.966666667,Q3,4.066666667,4.44,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,26,8,"$120,001 to $150,000",>120k,professional,NSW,single,3.433333333,Q2,3.8,2.555555556,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no
Female,42,4,"Less than $30,000",<30k,home-duties,NSW,separated or divorced,4.166666667,Q3,3,2.2,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,58,2,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,3.133333333,Q1,4.266666667,1.9375,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,24,7,"$150,001 to $180,000",>120k,manager or administrator,NSW,single,4.566666667,Q4,3.066666667,4.266666667,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Female,63,1,"Less than $30,000",<30k,home-duties,QLD,separated or divorced,2.933333333,Q1,3.2,2.636363636,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,42,1,NA,NA,tradesperson,VIC,married,4,Q3,3.4,2.807692308,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes
Female,59,2,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,separated or divorced,4.5,Q4,2.333333333,2.3,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes
Male,45,6,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.833333333,Q3,4,3,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes
Female,62,4,NA,NA,Clerical or service worker,NSW,married,3.133333333,Q1,3.533333333,2.5,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Male,26,6,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,4.1,Q3,3.866666667,2.896551724,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes
Female,24,8,NA,NA,NA,VIC,single,4,Q3,3.866666667,2.363636364,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes
Female,58,8,"$150,001 to $180,000",>120k,manager or administrator,VIC,married,4.2,Q3,4.2,3.722222222,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,72,1,"Less than $30,000",<30k,sales,ACT,widowed,3.033333333,Q1,2.866666667,3.666666667,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes
Male,30,7,"$60,001 to $90,000",60-90k,professional,VIC,married,3.366666667,Q1,2.866666667,1.966666667,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no
Female,60,7,"$60,001 to $90,000",60-90k,home-duties,SA,married,4.2,Q3,4.466666667,3,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no
Female,47,4,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,4.5,Q4,3.666666667,3.666666667,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes
Female,56,6,"Less than $30,000",<30k,unemployed,QLD,widowed,3.533333333,Q2,2.8,4.25,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes
Female,32,1,"Less than $30,000",<30k,home-duties,SA,married,4.933333333,Q4,4.2,4.035714286,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
Female,29,7,"$60,001 to $90,000",60-90k,professional,WA,separated or divorced,4.333333333,Q4,3.8,1.833333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,28,7,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,4.233333333,Q4,4.2,3.333333333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes
Female,32,3,"$30,001 to $60,000",30-60k,home-duties,QLD,married,4.1,Q3,3.333333333,3.875,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
Male,40,2,"$90,001 to $120,000",90-120k,manager or administrator,VIC,living with a partner,3.533333333,Q2,4.266666667,2.107142857,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes
Female,23,7,"$30,001 to $60,000",30-60k,unemployed,NSW,single,3.366666667,Q1,3.733333333,2.6,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes
Male,57,7,"$60,001 to $90,000",60-90k,manager or administrator,QLD,living with a partner,4.233333333,Q4,4,3.052631579,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes
Female,37,6,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,3.533333333,Q2,3.4,2.517241379,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Male,39,7,"$90,001 to $120,000",90-120k,professional,NSW,married,5,Q4,3.333333333,3.379310345,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,57,7,"$30,001 to $60,000",30-60k,small business owner,WA,married,4.233333333,Q4,3.6,2.25,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes
Male,35,4,"$30,001 to $60,000",30-60k,manager or administrator,SA,single,4.233333333,Q4,3.4,2.730769231,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes
Male,70,3,"Less than $30,000",<30k,retired,QLD,married,3.5,Q2,3.866666667,2.448275862,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes
Male,21,6,"$60,001 to $90,000",60-90k,sales,QLD,single,4.533333333,Q4,3.6,4,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes
Female,30,7,"$90,001 to $120,000",90-120k,sales,NSW,single,4.4,Q4,3.533333333,2.827586207,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Female,46,2,"$30,001 to $60,000",30-60k,professional,NSW,married,4.5,Q4,3.666666667,4.529411765,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes
Female,61,2,"$90,001 to $120,000",90-120k,professional,QLD,separated or divorced,4.4,Q4,4.266666667,2.931034483,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,no
Female,35,6,"$30,001 to $60,000",30-60k,manager or administrator,QLD,single,4.366666667,Q4,4.533333333,3,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Male,43,3,"$60,001 to $90,000",60-90k,professional,QLD,married,3.3,Q1,3.8,2.333333333,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Female,57,2,"Less than $30,000",<30k,retired,NSW,separated or divorced,3.966666667,Q3,3.533333333,2.916666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,25,8,"$60,001 to $90,000",60-90k,professional,ACT,single,3.033333333,Q1,2.533333333,3.136363636,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Male,21,7,"$30,001 to $60,000",30-60k,professional,VIC,single,3.6,Q2,3.466666667,2.615384615,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
Male,46,2,"$30,001 to $60,000",30-60k,transport worker,QLD,single,4.033333333,Q3,4.4,3.344827586,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,59,8,"$90,001 to $120,000",90-120k,professional,VIC,married,4.433333333,Q4,2.866666667,3.8,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes
Female,56,NA,"$30,001 to $60,000",30-60k,NA,QLD,married,4.5,Q4,4,3.066666667,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes
Male,73,2,"Less than $30,000",<30k,retired,WA,married,3.566666667,Q2,3.533333333,3.166666667,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes
Female,37,3,"$30,001 to $60,000",30-60k,retired,SA,living with a partner,3.4,Q2,4.066666667,3.238095238,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes
Male,37,8,"$60,001 to $90,000",60-90k,professional,WA,living with a partner,2.766666667,Q1,4,3.3125,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Female,58,3,"Less than $30,000",<30k,Clerical or service worker,NSW,married,3.4,Q2,3.933333333,3.041666667,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes
Female,28,7,NA,NA,sales,VIC,living with a partner,3.8,Q2,4.4,3.714285714,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes
Male,30,4,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.333333333,Q4,4.266666667,3.727272727,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Male,61,7,"$90,001 to $120,000",90-120k,professional,WA,married,3.166666667,Q1,4.733333333,3.272727273,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Female,29,7,"$30,001 to $60,000",30-60k,NA,WA,married,3.633333333,Q2,3.8,2.62962963,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no
Female,26,3,"Less than $30,000",<30k,small business owner,WA,single,4.233333333,Q4,3.466666667,4.235294118,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes
Female,56,7,NA,NA,NA,NSW,married,4.433333333,Q4,3.133333333,3.541666667,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes
Female,38,2,"Less than $30,000",<30k,NA,VIC,widowed,4.933333333,Q4,3.133333333,4.555555556,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Male,36,3,"$30,001 to $60,000",30-60k,professional,VIC,single,3.6,Q2,2.666666667,2.88,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes
Female,64,1,"$60,001 to $90,000",60-90k,home-duties,NSW,married,4.233333333,Q4,3.4,4.2,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes
Female,62,1,NA,NA,retired,VIC,married,2.7,Q1,2.6,2.2,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes
Female,33,7,"$30,001 to $60,000",30-60k,professional,QLD,married,3.1,Q1,3.6,2.739130435,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,57,6,"$120,001 to $150,000",>120k,retired,QLD,married,3.866666667,Q3,4,3.4,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes
Male,39,2,"$90,001 to $120,000",90-120k,sales,VIC,married,3.133333333,Q1,3.333333333,1.733333333,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,105,7,"$120,001 to $150,000",>120k,manager or administrator,NSW,separated or divorced,4.633333333,Q4,2.933333333,3.333333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,48,2,"$30,001 to $60,000",30-60k,transport worker,QLD,married,3.6,Q2,3.6,2,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Male,70,6,NA,NA,NA,NSW,married,3.233333333,Q1,3.666666667,2.793103448,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes
Female,59,6,"$90,001 to $120,000",90-120k,small business owner,NSW,separated or divorced,3.966666667,Q3,4.133333333,2.2,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes
Male,37,6,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,married,3,Q1,3,2.9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,48,8,NA,NA,professional,NSW,single,4.233333333,Q4,3.466666667,3.55,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes
Male,31,3,"$60,001 to $90,000",60-90k,professional,NSW,living with a partner,3.766666667,Q2,4.466666667,3.235294118,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,47,6,"$30,001 to $60,000",30-60k,professional,NSW,single,3.433333333,Q2,4.533333333,1.666666667,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes
Female,32,6,"$30,001 to $60,000",30-60k,sales,NSW,married,4.166666667,Q3,3.866666667,3.6,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes
Female,38,3,"$60,001 to $90,000",60-90k,professional,SA,married,4.033333333,Q3,3.2,2.5,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes
Female,20,6,"$90,001 to $120,000",90-120k,sales,VIC,single,4.333333333,Q4,3.333333333,4.125,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Female,40,6,"$30,001 to $60,000",30-60k,unemployed,QLD,living with a partner,4.333333333,Q4,3.4,3.964285714,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,25,7,"$30,001 to $60,000",30-60k,home-duties,VIC,living with a partner,3.466666667,Q2,3.133333333,2.733333333,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no
Male,66,8,"$210,001 to $240,000",>120k,professional,WA,married,3.566666667,Q2,3.533333333,3.266666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no
Male,25,8,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,3.833333333,Q3,3.6,2.357142857,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes
Male,35,7,"Less than $30,000",<30k,small business owner,NT,living with a partner,1.333333333,Q1,2.6,1.733333333,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes
